"ID_MESA","HAB","INHAB","BL","NU","MAS","CC","Creemos","FPV","PAN_BOL","VV"
"100320203230296921",220,"2",14,7,77,73,17,13,19,199
"100320309710105609",220,"2",12,13,76,69,15,15,20,195
"100320341222553901",155,"0",6,13,52,55,9,6,14,136
"100320735382546303",220,"0",11,7,74,76,15,19,18,202
"100320308220200111",220,"11",3,13,76,77,16,17,18,204
"100320207290070103",220,"2",10,16,72,79,14,19,10,194
"100320208200120805",220,"2",7,11,75,82,22,12,11,202
"100320208200190309",220,"2",6,11,73,76,22,13,19,203
"100320516570023102",220,"4",10,5,81,66,20,15,23,205
"100320308210017916",220,"4",5,14,94,72,12,10,13,201
"100320208200200223",220,"1",6,19,76,71,22,13,13,195
"100320310210111203",22,"0",0,1,7,9,1,1,3,21
"100320825260001911",220,"0",8,10,81,84,9,15,13,202
"100320927732502814",220,"3",10,11,67,83,20,15,14,199
"100320516470022001",167,"7",7,7,53,68,9,12,11,153
"100320516290020301",220,"4",11,8,68,75,23,24,11,201
"100320308210015103",220,"2",8,15,99,61,14,12,11,197
"100320229940600802",220,"9",9,10,85,72,18,13,13,201
"111086438072513203",220,"26",8,10,79,72,20,14,17,202
"100320722340800606",220,"8",12,10,90,66,11,17,14,198
"100320207290110301",220,"1",13,6,80,73,18,15,15,201
"100320207290260303",220,"8",6,11,83,71,17,20,12,203
"100320207290090504",220,"2",7,8,76,68,23,22,16,205
"100320728561104013",220,"2",11,15,66,81,14,12,21,194
"100320208202504313",220,"3",12,9,87,72,18,16,6,199
"100320735330000102",220,"4",6,9,79,73,21,15,17,205
"100320308210021701",220,"1",14,13,75,63,19,21,15,193
"100320308210019912",220,"4",8,15,75,76,15,17,14,197
"100320207292559802",220,"0",13,9,66,86,16,20,10,198
"100320204250800501",105,"0",2,3,30,38,14,9,9,100
"100320722983204805",220,"7",7,11,82,72,18,17,13,202
"100320722340500502",220,"7",15,11,80,67,13,12,22,194
"100320620000001103",220,"6",11,9,77,73,15,17,18,200
"100320722340700112",220,"5",6,14,73,80,15,14,18,200
"100320911300002703",220,"9",14,10,79,78,12,7,20,196
"100320420590012809",220,"1",9,7,79,75,19,15,16,204
"100320207290210908",220,"7",11,13,64,82,16,14,20,196
"100320722340300903",220,"1",12,12,70,72,22,15,17,196
"100320208200120318",220,"3",9,20,63,75,15,20,18,191
"100320309680905204",220,"10",6,16,80,82,14,7,15,198
"100320514940002401",220,"5",13,13,80,74,15,14,11,194
"100320207290240607",220,"3",10,17,70,67,20,26,10,193
"100320516710024505",220,"5",7,12,82,72,20,14,13,201
"100320825260002711",220,"2",4,10,83,76,16,19,12,206
"100320308210015102",220,"5",11,6,72,81,18,17,15,203
"100320208202503707",220,"3",10,13,79,67,12,22,17,197
"100320514940003604",220,"2",10,12,80,72,15,15,16,198
"100320207290060440",220,"3",14,9,81,67,20,8,21,197
"100320208202503807",220,"0",11,12,72,82,13,13,17,197
"100320515020005701",93,"3",5,5,25,41,5,5,7,83
"110671636172507507",220,"21",16,1,82,70,17,18,16,203
"100320204810266110",220,"6",6,9,96,63,23,16,7,205
"100320208200260505",220,"4",10,6,86,69,10,18,21,204
"100320724422104610",220,"4",12,7,70,79,19,16,17,201
"100320310762504201",220,"6",15,8,76,69,15,19,18,197
"110111036112517410",220,"26",7,12,73,76,17,16,19,201
"100320208200180405",220,"6",12,11,81,62,14,14,26,197
"100320207290240511",220,"6",16,8,51,91,13,26,15,196
"100320205010267805",235,"7",9,13,78,83,15,14,23,213
"100320207290150101",220,"5",9,11,75,74,12,19,20,200
"100320722842502003",220,"7",9,9,86,68,16,13,19,202
"100320825260001405",220,"4",6,13,87,73,14,12,15,201
"100320308210016422",220,"8",11,14,71,70,19,19,16,195
"100320722340702301",220,"2",10,9,69,74,25,20,13,201
"100320311040160610",220,"3",12,6,76,86,16,15,9,202
"100320310530123102",220,"3",11,6,76,79,17,21,10,203
"100320204210261404",220,"6",11,11,82,69,13,18,16,198
"100320208200180404",220,"5",9,10,63,82,17,19,20,201
"100320227760000102",220,"4",10,8,70,71,23,23,15,202
"100320127940040322",220,"10",14,15,72,62,17,17,23,191
"100320207290030202",220,"3",10,13,67,66,16,27,21,197
"100320740912549901",16,"0",2,2,6,3,1,0,2,12
"100320208200080116",220,"3",8,10,63,88,20,17,14,202
"110112037612508601",220,"31",12,13,71,66,17,21,20,195
"100320206980255511",220,"6",10,10,73,76,16,17,18,200
"100320514950005105",83,"9",5,3,23,29,8,5,10,75
"100320208203004503",220,"5",12,9,69,75,19,23,13,199
"100320203230297703",220,"2",16,6,71,77,15,17,18,198
"100320722340401524",220,"5",9,9,74,65,16,27,20,202
"100320723111803005",220,"6",7,16,77,68,19,17,16,197
"100320825260001311",220,"2",7,16,64,74,21,17,21,197
"100320201370299608",159,"4",7,6,63,44,12,16,11,146
"100320207290100201",220,"2",8,10,77,74,15,20,16,202
"100320310690131205",220,"4",8,11,75,83,11,14,18,201
"100320309330801105",220,"4",13,8,78,62,20,18,21,199
"100320530410052901",220,"2",6,6,72,79,20,17,20,208
"100320308210016203",220,"4",6,10,79,82,10,18,15,204
"100320308210015005",220,"3",14,17,69,76,14,12,18,189
"100320309710104726",220,"3",13,8,75,86,12,8,18,199
"100320722551102009",220,"5",9,13,88,68,12,15,15,198
"100320203230297519",220,"1",11,11,79,78,10,18,13,198
"100320518120041101",56,"1",1,1,27,19,3,2,3,54
"100320727630402102",220,"10",15,9,71,81,10,15,19,196
"100320722880400601",140,"2",5,6,51,49,9,11,9,129
"100320722342543907",220,"0",13,7,78,82,12,19,9,200
"100320309730101008",220,"1",7,6,87,76,12,15,17,207
"100320308213007310",220,"4",10,9,66,84,13,19,19,201
"100320208200030116",220,"3",12,11,69,85,19,13,11,197
"100320825260004010",220,"5",5,9,86,75,12,20,13,206
"100320208200240510",220,"2",10,6,77,74,21,17,15,204
"100320308382536009",220,"5",8,9,77,73,21,14,18,203
"100320722341109406",220,"2",11,9,78,73,16,14,19,200
"100320619350001301",220,"12",12,13,73,73,15,19,15,195
"110671536162507105",220,"53",15,9,69,71,20,14,22,196
"100320626800007402",220,"9",16,10,65,75,16,12,26,194
"100320626800000403",220,"7",11,12,70,74,24,16,13,197
"100320726980550908",220,"0",13,8,71,75,12,15,26,199
"100320309350901402",220,"3",6,9,73,82,15,16,19,205
"100320724580103001",229,"2",15,14,87,62,20,22,9,200
"100320421610000201",129,"0",7,6,43,44,9,6,14,116
"100320825730000106",220,"12",10,13,80,72,16,15,14,197
"100320127940021717",220,"2",9,8,87,70,20,13,13,203
"100320308210021911",220,"3",12,16,81,61,18,17,15,192
"100320207290080211",220,"2",16,12,79,72,11,16,14,192
"100320207292504503",220,"5",11,14,70,76,27,9,13,195
"100320825263200406",220,"5",10,9,72,76,26,12,15,201
"100320208200190721",220,"1",12,15,60,81,13,18,21,193
"100320722340901019",155,"8",10,4,46,54,14,16,11,141
"100320722341002705",220,"5",9,6,75,85,11,17,17,205
"100320722340702322",220,"7",8,19,74,72,15,17,15,193
"100320310570123506",220,"1",9,13,78,68,14,14,24,198
"100320140132532801",172,"2",12,5,58,56,17,13,11,155
"100320731950003104",220,"2",13,15,69,70,18,21,14,192
"100320127942556904",220,"3",3,9,84,76,18,11,19,208
"100320208200170210",220,"5",11,11,72,78,14,20,14,198
"100320735850000101",96,"0",3,5,35,26,12,8,7,88
"100320722340402004",220,"13",16,6,71,82,12,22,11,198
"100320308300201202",220,"7",6,11,73,74,13,22,21,203
"100320308210010313",220,"4",12,9,75,77,22,13,12,199
"100320722340100706",220,"1",10,12,77,70,17,16,18,198
"100320309342504410",220,"5",10,6,92,76,10,16,10,204
"100320517090029101",27,"0",1,1,13,9,0,3,0,25
"100320127940010101",220,"4",9,10,70,74,19,18,20,201
"100320518413113502",220,"18",6,14,82,66,16,12,24,200
"100320208200200109",220,"0",11,12,74,67,21,17,18,197
"100320309130700603",220,"2",4,6,87,76,16,17,14,210
"100320724512102321",220,"2",10,10,77,69,23,16,15,200
"100320825400001704",220,"0",8,15,76,75,10,15,21,197
"100320202840251107",66,"2",5,0,19,25,4,8,5,61
"100320722341001410",220,"2",10,14,70,82,22,15,7,196
"100320309730100923",220,"2",6,6,86,69,12,18,23,208
"100320722341108511",220,"0",8,8,70,79,19,16,20,204
"100320227670291270",220,"0",14,12,66,76,22,16,14,194
"100320336570000101",220,"0",4,11,82,69,20,16,18,205
"100320942532593601",100,"0",3,4,37,32,12,7,5,93
"110671636172507506",220,"34",11,14,82,58,12,29,14,195
"100320722340700208",220,"6",7,12,75,89,12,12,13,201
"100320516710025406",220,"6",13,11,62,89,13,16,16,196
"100320739220000101",108,"0",5,4,40,37,7,8,7,99
"100320722340302726",232,"9",12,12,79,80,13,18,18,208
"100320722340200109",22,"3",0,2,5,10,1,3,1,20
"100320308210020004",220,"3",15,10,83,73,12,8,19,195
"100320722340500507",220,"3",17,9,69,86,14,15,10,194
"100320722340001907",220,"0",13,6,79,68,14,22,18,201
"100320514940058801",220,"1",13,11,78,67,18,14,19,196
"100320208200040247",220,"1",9,7,77,73,22,18,14,204
"100320420590014111",220,"4",11,12,77,81,11,17,11,197
"100320309380901701",220,"5",17,10,84,67,14,14,14,193
"100320308580302404",136,"3",10,7,51,42,10,10,6,119
"100320626802571002",220,"8",11,12,75,80,15,14,13,197
"100320207290060203",220,"4",9,10,73,73,14,23,18,201
"100320626800011302",220,"6",16,9,67,76,16,14,22,195
"100320309760101204",220,"2",10,8,78,78,20,11,15,202
"100320208200240154",137,"2",8,5,54,42,14,5,9,124
"100320722340800613",220,"11",14,15,79,66,18,12,16,191
"100320420830000201",220,"3",13,12,68,86,11,16,14,195
"100320207292503607",220,"3",9,11,68,78,18,14,22,200
"100320127940053514",220,"8",11,12,72,63,16,22,24,197
"100320722340101508",220,"7",16,10,79,73,13,17,12,194
"100320723910401308",220,"3",15,9,83,70,13,16,14,196
"100320208200150132",220,"6",3,18,75,85,18,14,7,199
"100320208203004704",220,"1",14,8,74,69,12,22,21,198
"100320202060227903",220,"10",9,9,85,72,10,18,17,202
"100320308730401102",43,"2",2,3,18,15,1,2,2,38
"100320420593101304",220,"2",17,11,80,64,14,16,18,192
"100320421320000202",220,"10",10,12,65,87,19,10,17,198
"100320207290050531",220,"9",9,11,85,73,11,17,14,200
"100320308210020705",220,"2",13,9,84,74,11,17,12,198
"100320112830000202",220,"9",11,10,67,83,14,19,16,199
"100320722340502306",220,"4",8,14,60,84,22,14,18,198
"100320528900051002",186,"19",9,12,52,61,20,18,14,165
"100320127940021218",220,"8",14,12,75,74,10,20,15,194
"100320206432577002",73,"2",3,1,21,27,7,7,7,69
"100320722340400609",220,"5",11,10,81,73,12,13,20,199
"100320127940023017",220,"6",11,12,78,74,18,13,14,197
"100320205382574201",220,"10",10,13,77,63,19,19,19,197
"100320722340501910",220,"5",8,7,86,71,17,18,13,205
"100320631620000307",149,"5",11,5,44,46,15,18,10,133
"100320207290220704",220,"7",10,11,79,62,14,23,21,199
"100320309710104813",220,"4",19,13,77,65,14,17,15,188
"100320516490022302",220,"6",9,10,72,83,15,14,17,201
"100320207290060811",220,"2",10,15,65,82,20,17,11,195
"100320308210011211",220,"12",10,6,95,59,16,14,20,204
"110671636172507302",220,"43",10,14,66,79,13,20,18,196
"100320207290280414",220,"3",11,12,62,76,20,21,18,197
"100320112080005602",54,"3",5,4,20,18,4,0,3,45
"110111041302517607",220,"42",11,14,75,81,10,16,13,195
"100320722341107403",220,"3",9,8,75,73,17,10,28,203
"100320208200010136",220,"4",11,12,71,75,12,19,20,197
"100320722341002114",220,"2",10,10,79,75,20,10,16,200
"100320730580700901",220,"0",11,14,69,75,12,20,19,195
"100320207032558501",220,"8",9,10,77,77,11,19,17,201
"110443637792510408",220,"3",10,10,81,63,21,17,18,200
"100320310762503609",220,"4",10,13,98,60,12,14,13,197
"110443837812510609",220,"7",16,11,78,65,16,22,12,193
"100320421450000202",220,"4",12,10,72,74,18,11,23,198
"100320722341002918",220,"2",4,11,68,90,10,22,15,205
"100320309710104826",220,"1",8,7,75,69,24,18,19,205
"100320309730101106",220,"0",10,4,84,76,11,16,19,206
"100320724102301501",169,"3",7,7,55,59,19,10,12,155
"100320113053000707",220,"3",11,7,84,77,14,13,14,202
"100320722341002817",220,"1",8,7,73,83,16,18,15,205
"100320722551102007",220,"5",7,8,81,78,20,10,16,205
"100320308210013118",220,"6",10,8,87,70,22,7,16,202
"100320207290110410",220,"2",16,7,77,74,17,12,17,197
"100320619530000404",220,"18",11,14,65,79,11,23,17,195
"100320308450300501",220,"8",5,12,99,66,8,17,13,203
"100320309510903030",220,"3",7,9,84,78,16,9,17,204
"100320626800007403",220,"4",10,8,73,89,14,11,15,202
"100320308210018706",220,"3",9,5,84,81,7,16,18,206
"100320203660299502",220,"0",7,7,76,75,20,13,22,206
"100320420590010212",220,"1",10,14,65,83,12,19,17,196
"100320722340500608",220,"4",9,10,79,60,22,19,21,201
"100320515303114611",203,"3",9,12,66,79,7,15,15,182
"100320308210017403",220,"3",13,14,74,76,19,14,10,193
"100320208200260324",220,"3",9,8,81,74,18,11,19,203
"100320531540056302",122,"5",8,3,45,39,13,7,7,111
"100320203320297802",115,"0",7,5,43,39,3,6,12,103
"100320722641101505",220,"3",14,10,68,77,15,17,19,196
"100320515680013605",220,"12",19,8,78,70,13,15,17,193
"100320723372201810",220,"6",9,14,72,81,11,16,17,197
"100320619160001407",220,"12",12,12,70,72,18,12,24,196
"100320722341001208",220,"5",16,7,82,64,13,18,20,197
"100320420843102702",220,"3",16,13,68,73,20,17,13,191
"100320724760000810",220,"10",15,7,73,79,17,20,9,198
"100320309520903207",220,"0",7,9,92,69,8,9,26,204
"100320722343203701",220,"6",12,13,68,77,17,11,22,195
"100320205410233303",220,"0",12,6,74,81,16,13,18,202
"100320207292503509",220,"4",11,14,84,73,15,12,11,195
"100320722340701819",220,"4",16,11,68,73,22,16,14,193
"100320722740501004",220,"3",14,18,65,74,18,11,20,188
"100320207290050608",220,"2",15,11,72,78,10,17,17,194
"100320204160260802",220,"6",11,9,67,88,17,16,12,200
"100320722940401001",180,"3",2,9,66,65,10,12,16,169
"100320207290280522",220,"2",10,10,69,93,12,14,12,200
"100320207290300501",220,"3",13,9,80,66,17,20,15,198
"100320205850284704",220,"4",9,11,75,75,14,16,20,200
"100320722340100701",220,"3",6,13,67,79,13,22,20,201
"100320208203004415",220,"1",15,10,71,75,15,19,15,195
"100320207290060103",220,"6",7,14,78,75,13,16,17,199
"100320626800009508",220,"4",6,11,87,67,16,20,13,203
"100320308210024209",220,"0",8,14,67,82,23,16,10,198
"100320208200110222",220,"2",17,6,79,83,14,13,8,197
"110443837822510722",220,"4",6,13,71,76,25,12,17,201
"100320420843102812",220,"3",8,5,83,82,18,8,16,207
"100320420593103211",50,"0",1,2,22,15,3,4,3,47
"100320626800011014",220,"3",7,14,79,81,13,11,15,199
"100320207290101025",220,"3",4,16,71,71,20,21,17,200
"100320127940020201",220,"4",14,9,84,66,23,12,12,197
"100320619530000317",220,"16",13,16,70,64,19,15,23,191
"110671536162507114",220,"41",12,14,78,68,17,12,19,194
"100320420592504904",220,"0",7,8,65,85,28,13,14,205
"100320529230050801",220,"6",13,9,69,78,12,21,18,198
"100320518413113505",220,"20",5,12,82,72,13,18,18,203
"110673043932610501",220,"2",16,12,69,84,9,12,18,192
"100320518410044613",220,"21",11,6,89,76,15,13,10,203
"110341836192530505",220,"0",10,10,67,74,20,16,23,200
"100320127940021114",220,"2",10,7,74,78,18,20,13,203
"100320722862400229",207,"9",11,8,80,71,5,18,14,188
"100320308650400207",220,"7",14,13,69,88,9,16,11,193
"100320310762504218",220,"7",11,11,77,70,16,22,13,198
"100320309800101504",220,"3",8,14,84,62,14,21,17,198
"100320309710104924",220,"7",10,5,87,72,22,13,11,205
"100320632890000102",75,"3",2,2,27,26,6,8,4,71
"100320309840101902",220,"4",7,7,72,78,13,28,15,206
"100320722501100806",220,"8",10,6,76,76,18,16,18,204
"100320724450101714",220,"6",12,6,78,78,12,19,15,202
"100320722340500704",220,"7",13,17,84,63,19,16,8,190
"100320722340800814",220,"5",14,13,67,81,19,16,10,193
"100320308210022004",220,"4",7,6,85,69,18,16,19,207
"100320208200230214",220,"1",16,12,80,74,11,12,15,192
"100320722340800209",220,"8",11,11,73,70,16,19,20,198
"110111036112515810",220,"34",6,13,84,66,16,15,20,201
"100320207290120319",220,"4",4,9,80,72,21,17,17,207
"100320722341001708",220,"7",17,8,86,67,19,9,14,195
"100320208200070308",220,"8",8,15,73,74,21,15,14,197
"100320114560000103",220,"4",10,9,80,75,15,18,13,201
"100320722541102612",220,"0",8,10,82,74,8,19,19,202
"100320723710402901",220,"5",11,12,95,64,16,14,8,197
"100320532170058301",220,"6",10,13,78,72,15,19,13,197
"100320309130700601",220,"1",11,6,64,86,21,22,10,203
"100320722342585703",220,"10",11,12,81,77,14,11,14,197
"100320208200190317",220,"7",9,7,65,87,17,15,20,204
"100320309572590401",220,"0",9,9,79,80,13,15,15,202
"100320533890000102",220,"4",8,8,77,69,24,18,16,204
"100320308210022729",220,"4",13,9,72,82,14,17,13,198
"100320227670291210",220,"4",10,10,53,87,20,21,19,200
"100320207290030805",220,"5",7,7,76,79,23,15,13,206
"100320722542541010",220,"0",12,10,71,83,21,11,12,198
"100320420840000411",33,"0",0,1,16,12,2,0,2,32
"100320208200100104",220,"3",13,12,62,85,19,18,11,195
"100320722340000931",220,"10",6,15,77,85,10,15,12,199
"100320724420100307",220,"8",9,12,63,82,18,17,19,199
"100320619920000404",172,"6",14,14,62,52,5,10,15,144
"100320722551104406",220,"1",10,13,72,75,17,17,16,197
"100320420590013710",83,"0",6,8,27,19,9,7,7,69
"100320620340000221",220,"6",14,11,72,78,16,19,10,195
"100320207290200415",220,"2",9,16,74,69,12,18,22,195
"100320722342565507",220,"8",9,9,75,71,14,17,25,202
"100320911250002301",124,"8",8,9,45,35,9,9,9,107
"100320310490122802",220,"6",11,16,75,79,12,13,14,193
"100320722551104502",220,"0",13,8,85,78,13,13,10,199
"100320722340500102",220,"3",8,14,68,78,20,19,13,198
"100320724301501607",220,"3",13,19,67,78,18,11,14,188
"100320310560123403",220,"1",9,11,68,75,18,17,22,200
"100320723340301306",220,"13",11,7,75,74,17,13,23,202
"100320825550000307",220,"10",11,10,74,88,13,9,15,199
"100320722343205508",220,"6",15,12,77,66,16,15,19,193
"100320204290262001",220,"3",9,16,76,75,13,17,14,195
"100320825963202208",63,"10",0,3,24,24,4,4,4,60
"100320309510902906",220,"5",11,8,75,79,14,16,17,201
"100320308210017501",220,"3",10,8,76,78,11,17,20,202
"100320206520230209",220,"1",8,14,81,76,17,10,14,198
"100320722631101405",220,"10",9,10,81,69,18,14,19,201
"100320722340201509",220,"9",7,18,66,78,9,21,21,195
"100320722340700016",220,"3",11,8,86,62,20,12,21,201
"100320207290020416",220,"2",7,17,81,68,13,19,15,196
"100320722341109001",220,"0",13,8,61,87,13,20,18,199
"100320308210015616",220,"11",12,16,68,80,13,11,20,192
"100320725130550612",220,"13",8,13,72,84,15,17,11,199
"100320206830275902",61,"4",1,4,24,23,2,4,3,56
"100320207470000202",220,"2",10,9,68,80,19,17,17,201
"100320731792201602",220,"5",11,9,75,81,14,13,17,200
"100320208203004109",220,"5",16,9,72,74,22,10,17,195
"100320207290090312",220,"2",9,7,74,77,15,23,15,204
"100320205440226002",220,"1",12,9,81,63,11,21,23,199
"100320827840001110",220,"5",16,11,73,71,17,14,18,193
"100320722340701503",220,"5",14,15,61,80,22,15,13,191
"100320309632503324",220,"11",13,13,68,78,17,15,16,194
"110621436152506903",220,"83",7,8,81,84,16,11,13,205
"100320208200240204",220,"0",8,15,86,69,14,12,16,197
"100320227680505103",220,"3",6,8,86,71,13,17,19,206
"100320208200230520",220,"5",11,10,73,80,16,13,17,199
"100320208200200234",220,"4",10,7,74,75,20,15,19,203
"100320207290280424",220,"0",12,10,85,70,13,15,15,198
"100320136890000101",220,"6",16,10,78,62,19,18,17,194
"100320310502503032",220,"6",7,16,70,75,16,13,23,197
"100320201380800601",220,"1",12,14,65,79,15,19,16,194
"100320308210017934",202,"5",6,17,68,70,15,14,12,179
"100320619530000309",220,"14",15,12,70,73,19,16,15,193
"100320722340802333",220,"1",10,7,79,79,11,22,12,203
"100320127940012328",220,"5",6,9,69,81,21,21,13,205
"100320127940021909",220,"3",6,13,74,83,18,10,16,201
"100320420590010716",220,"11",8,9,81,76,17,15,14,203
"100320626803105703",220,"4",6,8,73,80,18,23,12,206
"100320310502503025",220,"2",12,11,70,79,14,21,13,197
"100320206630231201",220,"7",9,6,74,77,19,19,16,205
"100320517510034002",152,"9",5,4,61,39,11,19,13,143
"100320310690131201",220,"4",6,15,73,69,17,24,16,199
"100320310080104102",220,"0",7,8,81,71,13,19,21,205
"100320722341108506",220,"1",10,8,78,79,13,20,12,202
"100320208200240302",220,"2",15,14,76,68,18,14,15,191
"100320514940057302",220,"7",12,12,76,68,23,16,13,196
"100320309342503205",220,"6",14,13,60,85,20,16,12,193
"100320308210022304",220,"0",7,11,94,69,17,8,14,202
"100320722340302710",220,"2",9,9,81,68,19,18,16,202
"100320722652546704",220,"0",6,8,83,68,21,21,13,206
"100320927732503102",220,"5",10,6,80,79,16,11,18,204
"100320208200130606",220,"0",8,12,76,74,20,11,19,200
"100320722341001508",220,"4",14,9,75,66,22,16,18,197
"100320112730000101",220,"7",11,15,72,80,14,12,16,194
"100320722340801208",220,"8",15,12,55,80,18,22,18,193
"100320722340600001",220,"2",11,18,70,75,15,18,13,191
"100320127943000105",220,"1",12,9,90,66,14,20,9,199
"100320308210021321",220,"5",9,8,81,74,18,10,20,203
"100320308212547901",220,"0",13,8,79,80,10,13,17,199
"110341841512612206",78,"0",8,5,28,22,5,7,3,65
"110341836192612303",220,"41",17,10,66,84,13,16,14,193
"100320722341105001",220,"3",19,13,70,68,11,13,26,188
"100320514943112404",220,"3",9,8,83,82,13,12,13,203
"100320308210013004",220,"3",10,17,69,66,18,15,25,193
"100320724782001103",220,"1",6,9,77,65,24,19,20,205
"100320515380010602",92,"5",7,6,26,30,8,9,6,79
"100320207290101008",220,"4",13,12,73,71,21,14,16,195
"100320308213007315",220,"4",6,12,69,89,16,14,14,202
"100320329470140803",220,"4",12,9,70,77,21,14,17,199
"100320202440237203",220,"13",11,14,76,70,17,17,15,195
"100320827840000303",220,"10",16,7,69,85,19,9,15,197
"100320208200070118",220,"3",7,11,77,72,21,11,21,202
"100320328040121219",220,"1",10,11,86,63,20,15,15,199
"100320722341105702",66,"0",3,7,21,24,3,3,5,56
"100320208200030219",220,"3",11,7,64,82,18,10,28,202
"100320207290120306",220,"8",16,16,79,63,14,13,19,188
"100320722340702010",220,"3",9,13,72,76,18,16,16,198
"100320626800007114",220,"7",11,12,81,63,17,17,19,197
"100320207290160613",220,"1",12,11,77,73,25,13,9,197
"100320202840251101",220,"5",5,10,84,69,20,15,17,205
"100320333480105002",220,"2",14,9,74,73,15,22,13,197
"100320207290060401",220,"3",5,14,75,86,13,12,15,201
"100320127940012334",87,"7",8,4,32,30,5,3,5,75
"100320722340900920",220,"3",13,11,88,69,9,12,18,196
"100320207290270103",220,"4",10,6,77,72,15,21,19,204
"100320127940011007",220,"4",7,11,74,73,12,20,23,202
"100320207290210117",220,"2",19,7,79,78,11,16,10,194
"100320208200030212",220,"4",13,9,72,73,23,18,12,198
"100320526650022101",54,"3",6,2,17,19,3,4,3,46
"100320724422101201",220,"8",9,9,86,67,14,20,15,202
"100320723171802901",220,"3",12,10,68,81,14,18,17,198
"100320722341001402",220,"3",7,10,78,77,14,14,20,203
"100320127940050901",220,"7",13,11,74,75,18,14,15,196
"100320825963202306",220,"4",15,13,80,70,16,11,15,192
"100320310762504205",220,"5",12,14,73,77,12,15,17,194
"100320206680274901",220,"5",10,12,85,67,14,11,21,198
"100320722340600120",173,"5",4,13,57,67,7,14,11,156
"100320619492571703",220,"17",11,8,70,72,17,20,22,201
"100320208200190503",220,"2",16,9,79,61,20,17,18,195
"100320724422105110",220,"6",14,8,63,76,23,23,13,198
"100320826820000102",69,"25",3,5,20,22,5,8,6,61
"100320731920601802",220,"7",9,11,78,72,19,16,15,200
"100320114023002501",220,"4",14,13,67,78,14,18,16,193
"100320722340302712",220,"6",13,8,83,69,10,18,19,199
"100320207290200103",220,"3",12,15,68,74,14,19,18,193
"100320722340300201",220,"2",11,11,64,87,18,14,15,198
"100320127940021904",220,"5",14,12,79,77,15,12,11,194
"100320420590013512",220,"5",8,18,73,76,16,20,9,194
"100320735380000108",220,"5",10,8,79,75,17,17,14,202
"100320311042531205",150,"2",4,2,58,56,8,8,14,144
"100320723422567803",220,"4",16,9,72,72,18,15,18,195
"100320308310201301",225,"12",8,15,81,72,17,14,18,202
"100320208200020306",220,"1",14,16,78,70,14,13,15,190
"100320205080230709",220,"2",10,12,65,80,22,17,14,198
"100320619160001012",91,"10",6,7,35,21,3,12,7,78
"100320725061901102",220,"3",5,13,74,90,14,8,16,202
"100320640222534901",207,"3",16,9,64,73,12,18,15,182
"100320203280291301",220,"9",10,14,76,71,19,13,17,196
"100320336660000103",183,"2",4,13,51,80,10,8,17,166
"100320308213007207",220,"1",19,11,82,67,18,9,14,190
"100320308210013319",220,"10",9,14,61,90,18,15,13,197
"100320514940058902",220,"3",7,9,74,91,18,8,13,204
"100320626800009714",220,"4",11,12,74,79,16,14,14,197
"100320113180000104",220,"2",11,13,79,71,18,14,14,196
"100320208200240208",220,"2",18,13,83,61,15,15,15,189
"100320825263201309",213,"4",12,9,82,68,11,14,17,192
"100320722340700117",220,"7",14,11,90,69,17,8,11,195
"100320338660000101",220,"0",11,4,79,77,14,25,10,205
"100320207290270112",220,"2",17,15,68,68,11,18,23,188
"100320514942504101",220,"1",11,10,78,76,12,19,14,199
"100320207290140315",220,"2",7,14,60,80,16,19,24,199
"100320311040160611",220,"6",10,9,75,76,13,25,12,201
"100320309840101905",217,"2",14,11,67,81,17,14,13,192
"100320202920251901",220,"8",8,12,77,72,19,20,12,200
"110443837822510701",220,"7",8,10,81,73,16,13,19,202
"100320722340401402",220,"4",8,9,76,76,24,12,15,203
"100320835190000102",220,"4",11,11,72,79,20,14,13,198
"100320724782001025",220,"7",13,11,72,73,15,15,21,196
"100320619160001408",220,"8",13,19,69,69,18,16,16,188
"100320207240255906",220,"3",11,10,75,80,19,17,8,199
"100320619492571701",220,"0",12,11,76,73,18,22,8,197
"100320722342542607",220,"1",12,15,75,66,13,15,24,193
"100320308210016916",220,"3",16,13,82,76,11,14,8,191
"100320204630264805",220,"9",10,15,82,65,16,17,15,195
"100320722983204803",220,"4",9,9,76,73,14,18,21,202
"100320825262502801",220,"0",11,9,79,72,12,17,20,200
"100320722340801527",220,"13",14,7,69,81,17,16,16,199
"100320208200120615",220,"3",7,7,78,80,14,19,15,206
"100320203342581602",89,"0",6,5,29,29,8,6,6,78
"100320208200170111",220,"3",10,10,77,71,16,16,20,200
"100320421620000201",220,"9",11,12,79,79,12,14,13,197
"110443837822510728",220,"8",9,13,80,73,18,12,15,198
"100320421910000201",148,"3",8,9,40,55,13,10,13,131
"100320205752578407",220,"2",11,9,81,72,17,11,19,200
"100320531720054401",220,"17",12,6,70,76,19,18,19,202
"100320826210000101",88,"0",4,3,28,33,8,6,6,81
"100320825260001113",220,"0",16,10,80,66,12,20,16,194
"100320725101600403",220,"4",14,10,83,68,14,21,10,196
"100320514942504215",220,"1",12,10,66,71,18,22,21,198
"100320722340800005",220,"4",7,12,73,79,14,17,18,201
"100320722340302512",220,"3",17,11,80,65,12,14,21,192
"100320127940021723",220,"2",9,8,75,72,21,20,15,203
"100320514943110301",220,"6",16,13,80,69,10,15,17,191
"100320208200190510",220,"4",10,9,80,84,9,15,13,201
